CODIGO ICCS;TIPO;PRESUNTO DELITO;TIPO DE ARMA;FECHA;HORA;GENERO;EDAD;NACIONALIDAD;ETNIA;PROVINCIA;CANTON;LATITUD;LONGITUD
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-04-27;12:10:00;HOMBRE;22;ECUATORIANO;MONTUBIO/A;GUAYAS;NOBOL;-1.972571;-80.0110888
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-27;12:10:00;HOMBRE;34;ECUATORIANO;NEGRO/A;GUAYAS;NOBOL;-1.972571;-80.0110888
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-04-27;12:30:00;HOMBRE;29;VENEZOLANO;SE DESCONOCE;PICHINCHA;QUITO;-0.12455543;-78.361611396
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-27;23:00:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;PICHINCHA;QUITO;-0.2607272;-78.528939
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-27;22:00:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;PICHINCHA;QUITO;-0.248483423;-78.531206846
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-04-27;13:00:00;HOMBRE;29;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;COTOPAXI;LATACUNGA;-0.930351261;-78.613097419
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-28;15:00:00;MUJER;18;ECUATORIANO;MESTIZO/A;GUAYAS;NARANJITO;-2.1442044;-79.3637726
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-04-28;23:15:00;HOMBRE;21;ECUATORIANO;SE DESCONOCE;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.254740118;-79.123331308
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-28;16:00:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;GUAYAS;NARANJITO;-2.169829;-79.457528
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-04-28;21:00:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;ORELLANA;ORELLANA;-0.474837593;-76.98527813
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-28;18:00:00;HOMBRE;37;ECUATORIANO;MESTIZO/A;GUAYAS;CRNEL. MARCELINO MARIDUEÑA;-2.2504112;-79.4762663
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-04-28;15:00:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;GUAYAS;NARANJITO;-2.1442044;-79.3637726
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-04-29;01:00:00;HOMBRE;23;ECUATORIANO;NEGRO/A;GUAYAS;GUAYAQUIL;-2.121039;-79.950095
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-04-29;03:40:00;HOMBRE;20;VENEZOLANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.197728645;-79.896258116
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-04-30;04:05:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;ESMERALDAS;ATACAMES;0.879199485;-79.825636499
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-01;19:28:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;COTOPAXI;SIGCHOS;-0.744909762;-78.896995783
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-01;10:00:00;HOMBRE;30;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.263795;-79.873459
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-01;23:00:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;PASTAZA;PASTAZA;-1.4920283;-78.0028256
1032202;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-01;18:30:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.415209697;-78.400840759
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-02;19:00:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.1114093;-79.948256821
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;16:15:00;HOMBRE;27;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;PICHINCHA;QUITO;-0.085027671;-78.411912918
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-03;05:00:00;HOMBRE;21;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;ESMERALDAS;ESMERALDAS;0.964623;-79.649501
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-03;18:18:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.798702298;-79.543585181
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-03;16:15:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.076138001;-78.432029486
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-03;18:10:00;HOMBRE;23;VENEZOLANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.152112924;-79.935987269
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;12:00:00;HOMBRE;28;VENEZOLANO;MESTIZO/A;PICHINCHA;QUITO;-0.275140018;-78.537671209
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;12:00:00;HOMBRE;22;VENEZOLANO;MESTIZO/A;PICHINCHA;QUITO;-0.275109024;-78.537588823
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;12:00:00;HOMBRE;21;VENEZOLANO;MESTIZO/A;PICHINCHA;QUITO;-0.275085181;-78.537722289
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-03;16:15:00;HOMBRE;19;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;PICHINCHA;QUITO;-0.084813094;-78.412320614
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;16:15:00;HOMBRE;19;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;PICHINCHA;QUITO;-0.085006213;-78.41189146
1010202;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-03;16:57:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;MILAGRO;-2.1149329;-79.5816587
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-03;18:20:00;HOMBRE;26;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.798723746;-79.544534683
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;16:15:00;HOMBRE;26;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;PICHINCHA;QUITO;-0.084978553;-78.41189146
1010902;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-03;16:00:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.157770436;-78.485040665
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-03;12:00:00;HOMBRE;37;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.270688495;-78.534253408
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-03;18:10:00;HOMBRE;24;VENEZOLANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.152036414;-79.93579508
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-04;23:00:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.188219;-79.883659
1010902;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-04;22:00:00;HOMBRE;42;ECUATORIANO;MESTIZO/A;ESMERALDAS;ATACAMES;0.8708625;-79.8472254
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-04;19:00:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;MANABI;PORTOVIEJO;-1.056177326;-80.451439294
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-04;12:00:00;HOMBRE;26;VENEZOLANO;MESTIZO/A;CARCHI;TULCAN;0.804245696;-77.728561163
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-04;12:00:00;HOMBRE;33;VENEZOLANO;MESTIZO/A;CARCHI;TULCAN;0.804288608;-77.728486061
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-04;12:00:00;HOMBRE;28;VENEZOLANO;MESTIZO/A;CARCHI;TULCAN;0.804176972;-77.728464603
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-04;12:00:00;HOMBRE;34;VENEZOLANO;MESTIZO/A;CARCHI;TULCAN;0.804267152;-77.728528976
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-04;23:00:00;MUJER;23;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.188219;-79.883659
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-04;19:00:00;HOMBRE;39;ECUATORIANO;MESTIZO/A;MANABI;PORTOVIEJO;-1.056626885;-80.451057932
1010902;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-05;13:35:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;MANABI;PORTOVIEJO;-1.063083922;-80.459602475
2022101;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-05;19:50:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.274294237;-79.165216318
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-05;19:50:00;MUJER;21;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.274277548;-79.165216715
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-05;23:20:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.171381953;-79.893572615
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-05;06:40:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.237462511;-79.164034792
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-06;13:00:00;HOMBRE;22;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.701968457;-80.302848811
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-07;06:10:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;TUNGURAHUA;AMBATO;-1.290361512;-78.643634319
1010902;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-07;18:40:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.262603059;-78.522814209
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;18:15:00;HOMBRE;41;ECUATORIANO;INDÍGENA;ORELLANA;LORETO;-0.6982458;-77.1516007
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;19:30:00;MUJER;26;COLOMBIANO;SE DESCONOCE;IMBABURA;IBARRA;0.358247416;-78.128258586
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;17:05:00;HOMBRE;19;COLOMBIANO;SE DESCONOCE;IMBABURA;IBARRA;0.347446868;-78.12071085
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;23:30:00;HOMBRE;19;COLOMBIANO;SE DESCONOCE;IMBABURA;IBARRA;0.368571533;-78.12089324
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;15:30:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;16;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;15:30:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;17:05:00;HOMBRE;21;VENEZOLANO;SE DESCONOCE;IMBABURA;IBARRA;0.347432954;-78.120748401
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;18;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;23:30:00;MUJER;21;COLOMBIANO;SE DESCONOCE;IMBABURA;IBARRA;0.368560805;-78.120410442
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-05-08;15:47:00;HOMBRE;30;ECUATORIANO;SE DESCONOCE;ESMERALDAS;ATACAMES;0.859562635;-79.86514932
1010902;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;20:50:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;TUNGURAHUA;AMBATO;-1.303168461;-78.694896698
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;21;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;17:05:00;MUJER;36;ECUATORIANO;SE DESCONOCE;IMBABURA;IBARRA;0.347144622;-78.118854761
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-08;15:30:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.2697539;-79.8871979
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;MUJER;20;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-08;15:30:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.269854;-79.887705
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-09;10:30:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;MANABI;JARAMIJO;-0.949369534;-80.658471325
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-09;18:45:00;HOMBRE;34;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.2416224;-79.894182173
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-05-09;10:00:00;HOMBRE;23;ECUATORIANO;MESTIZO/A;MANABI;MANTA;-0.960779432;-80.668250648
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-05-10;14:00:00;HOMBRE;41;ECUATORIANO;MESTIZO/A;LOS RIOS;QUINSALOMA;-1.1566004;-79.3673503
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-10;15:45:00;HOMBRE;18;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1506242;-79.8190713
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-10;15:45:00;HOMBRE;16;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1505429;-79.8176604
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-10;07:45:00;HOMBRE;23;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.253466;-79.887703
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-10;07:45:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.2526706;-79.8881287
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;10:00:00;HOMBRE;26;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.207716;-79.887482
NULL;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;21:40:00;MUJER;17;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.2757788;-78.5576269
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;13:00:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.279305449;-79.200522711
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;11:00:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1707294;-79.8327386
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;12:35:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;EL ORO;MACHALA;-3.273546561;-79.964504242
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;13:00:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.279431371;-79.200519108
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;11:00:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.2120545;-79.9252668
NULL;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;21:40:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.275328534;-78.558318615
2022101;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;19:00:00;HOMBRE;41;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;MANABI;24 DE MAYO;-1.3729235;-80.3976113
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;11:00:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1707294;-79.8327386
2022101;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;19:00:00;MUJER;41;ECUATORIANO;MONTUBIO/A;MANABI;24 DE MAYO;-1.3729235;-80.3976113
2022101;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;19:00:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;MANABI;24 DE MAYO;-1.3729235;-80.3976113
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-11;12:00:00;HOMBRE;43;ECUATORIANO;MESTIZO/A;MANABI;ROCAFUERTE;-0.950558089;-80.472035193
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-11;13:00:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.279395832;-79.200499284
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-05-12;22:50:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;PICHINCHA;CAYAMBE;0.03546953;-78.145537376
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-12;22:50:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;PICHINCHA;CAYAMBE;0.037491915;-78.146653175
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-12;18:00:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.106231071;-79.958422308
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-12;10:30:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;MANABI;PORTOVIEJO;-1.050456805;-80.455927849
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-13;20:30:00;HOMBRE;21;ECUATORIANO;SE DESCONOCE;SANTA ELENA;SANTA ELENA;-2.229449;-80.846581
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-05-13;17:00:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.217119383;-79.942940347
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-13;21:30:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.207309575;-79.897715321
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-13;21:30:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.207300804;-79.89772601
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-13;17:00:00;HOMBRE;26;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.14041563;-79.945745322
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-13;10:30:00;HOMBRE;31;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.239844473;-79.168352748
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-13;20:30:00;HOMBRE;36;ECUATORIANO;SE DESCONOCE;SANTA ELENA;SANTA ELENA;-2.229449;-80.846581
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-05-13;21:30:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.207322245;-79.897779676
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-05-13;19:30:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;SANTA ELENA;LA LIBERTAD;-2.2343487;-80.9109461
